LoanProgID,ProjectCounty,ProjectState,ProgramType,ProgramDesc,JobsSupported,MethodID,SBABranchID
LP4909,BARNSTABLE,MA,7A,FA$TRK (Small Loan Express),3,EXPRES EXP,90
LP4910,ESSEX,MA,7A,Guaranty,6,OTH 7A,21
LP4911,DENTON,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,150
LP4912,FOND DU LAC,WI,7A,Rural Lender Advantage,20,RLA,26
LP4913,KOOTENAI,ID,7A,Guaranty,4,PLP,53
LP4914,LOS ANGELES,CA,7A,Community Express,12,COMM EXPRS,184
LP4915,YELLOWSTONE,MT,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,123
LP4916,WINNEBAGO,IL,7A,Guaranty,1,OTH 7A,317
LP4917,LAMAR,AL,7A,Rural Lender Advantage,1,RLA,245
LP4918,SAN BERNARDINO,CA,7A,Guaranty,8,PLP,331
LP4919,SANTA CLARA,CA,7A,Guaranty,5,PLP,68
LP4920,BUTTE,CA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,139
LP4921,BELTRAMI,MN,7A,Guaranty,11,OTH 7A,8
LP4922,ADAMS,PA,7A,Guaranty,0,PLP,181
LP4923,TETON,ID,7A,Guaranty,35,OTH 7A,82
LP4924,CODINGTON,SD,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,164
LP4925,MERCER,PA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,168
LP4926,COBB,GA,7A,Guaranty,5,PLP,247
LP4927,BEXAR,TX,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,207
LP4928,MONROE,NY,7A,Guaranty,12,PLP,31
LP4929,COOK,IL,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,62
LP4930,HAMILTON,OH,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,180
LP4931,DELAWARE,IN,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,276
LP4932,CENTRE,PA,7A,Guaranty,9,OTH 7A,386
LP4933,WHITE,IL,7A,Guaranty,36,OTH 7A,27
LP4934,DENVER,CO,7A,Guaranty,12,PLP,1
LP4935,COBB,GA,7A,Guaranty,1,OTH 7A,247
LP4936,MINNEHAHA,SD,7A,Rural Lender Advantage,3,RLA,164
LP4937,DALLAS,TX,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,137
LP4938,PALM BEACH,FL,7A,Guaranty,13,PLP,13
LP4939,BARTON,KS,7A,Guaranty,8,OTH 7A,198
LP4940,HAMILTON,IA,7A,Guaranty,20,OTH 7A,319
LP4941,WOODBURY,IA,7A,Rural Lender Advantage,3,RLA,319
LP4942,COOK,IL,7A,Rural Lender Advantage,12,RLA,215
LP4943,UTAH,UT,7A,Guaranty,6,PLP,140
LP4944,ERIE,NY,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,254
LP4945,ERIE,NY,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,254
LP4946,TULARE,CA,7A,Guaranty,10,PLP,359
LP4947,CHESHIRE,NH,7A,Guaranty,1,PLP,291
LP4948,ORANGE,CA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,402
LP4949,EL PASO,TX,7A,Community Express,21,COMM EXPRS,226
LP4950,WASHINGTON,WI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,103
LP4951,NEW YORK,NY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,169
LP4952,SANTA BARBARA,CA,7A,Guaranty,2,PLP,418
LP4953,KING,WA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,325
LP4954,ARAPAHOE,CO,7A,Guaranty,15,PLP,218
LP4955,COBB,GA,7A,Guaranty,0,PLP,247
LP4956,PAULDING,GA,7A,Community Express,5,COMM EXPRS,247
LP4957,OUTAGAMIE,WI,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,105
LP4958,MARICOPA,AZ,7A,Community Express,5,COMM EXPRS,196
LP4959,WORCESTER,MA,7A,Guaranty,1,OTH 7A,188
LP4960,GUAM,GU,7A,FA$TRK (Small Loan Express),16,SBA EXPRES,351
LP4961,SHELBY,TN,7A,Community Express,7,COMM EXPRS,369
LP4962,DOUGLAS,CO,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,414
LP4963,MADISON,NE,7A,Rural Lender Advantage,3,RLA,114
LP4964,SPOKANE,WA,7A,Guaranty,2,PLP,212
LP4965,FORSYTH,GA,7A,Guaranty,8,PLP,163
LP4966,ALAMEDA,CA,7A,Guaranty,88,PLP,118
LP4967,RUTHERFORD,TN,7A,Community Express,1,COMM EXPRS,6
LP4968,CLACKAMAS,OR,7A,Guaranty,10,OTH 7A,360
LP4969,STAFFORD,VA,7A,Community Express,3,COMM EXPRS,432
LP4970,KOOTENAI,ID,7A,Guaranty,14,PLP,53
LP4971,KOOTENAI,ID,7A,Guaranty,14,PLP,53
LP4972,WAKE,NC,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,67
LP4973,KOOTENAI,ID,7A,Guaranty,14,PLP,53
LP4974,KOOTENAI,ID,7A,Guaranty,14,PLP,53
LP4975,KOOTENAI,ID,7A,Guaranty,14,PLP,53
LP4976,MERRIMACK,NH,7A,Guaranty,25,OTH 7A,291
LP4977,SAN DIEGO,CA,7A,Guaranty,26,PLP,110
LP4978,CALDWELL,TX,7A,Patriot Express,27,PATRIOT EX,465
LP4979,LOS ANGELES,CA,7A,Community Express,5,COMM EXPRS,184
LP4980,LARAMIE,WY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,232
LP4981,MIAMI-DADE,FL,7A,Guaranty,70,PLP,425
LP4982,SAN LUIS OBISPO,CA,7A,Guaranty,1,PLP,57
LP4983,LAKE,FL,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,340
LP4984,MARICOPA,AZ,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,303
LP4985,BALDWIN,AL,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,343
LP4986,SANTA CRUZ,CA,7A,Guaranty,12,OTH 7A,68
LP4987,SAINT TAMMANY,LA,7A,Gulf Opportunity,4,GO LOANS,261
LP4988,SCHENECTADY,NY,7A,Guaranty,5,PLP,158
LP4989,RIVERSIDE,CA,7A,Guaranty,3,PLP,73
LP4990,TULSA,OK,7A,Guaranty,0,PLP,87
LP4991,RIVERSIDE,CA,7A,Guaranty,9,PLP,248
LP4992,LINCOLN,OR,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,360
LP4993,SAN DIEGO,CA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,260
LP4994,LOS ANGELES,CA,7A,Community Express,11,COMM EXPRS,14
LP4995,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,184
LP4996,SARATOGA,NY,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,158
LP4997,FLATHEAD,MT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,123
LP4998,BONNEVILLE,ID,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,82
LP4999,DAKOTA,MN,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,143
LP5000,MONTGOMERY,TX,7A,Guaranty,1,PLP,474
LP5001,ASHLAND,OH,7A,FA$TRK (Small Loan Express),25,SBA EXPRES,452
LP5002,HARRIS,TX,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,70
LP5003,ERIE,NY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,254
LP5004,HUDSON,NJ,7A,Guaranty,15,PLP,186
LP5005,BRISTOL,RI,7A,Guaranty,31,PLP,262
LP5006,BROWN,WI,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,105
LP5007,DALLAS,TX,7A,Guaranty,29,PLP,108
LP5008,FRANKLIN,MO,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,29
LP5009,ORANGE,TX,7A,Guaranty,4,PLP,63
LP5010,ORLEANS,LA,7A,Gulf Opportunity,13,GO LOANS,208
LP5011,ALLEN,IN,7A,Guaranty,20,PLP,5
LP5012,ALLEN,IN,7A,Guaranty,20,PLP,5
LP5013,ALLEGANY,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,292
LP5014,MARICOPA,AZ,7A,Patriot Express,23,PATRIOT EX,336
LP5015,HARTFORD,CT,7A,FA$TRK (Small Loan Express),50,SBA EXPRES,189
LP5016,PROVIDENCE,RI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,262
LP5017,CAMDEN,GA,7A,Guaranty,4,PLP,362
LP5018,DOUGLAS,NE,7A,Guaranty,12,OTH 7A,217
LP5019,RICHLAND,OH,7A,Patriot Express,4,PATRIOT EX,223
LP5020,SARATOGA,NY,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,158
LP5021,CASS,ND,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,144
LP5022,DAVIS,UT,7A,Patriot Express,4,PATRIOT EX,36
LP5023,LOS ANGELES,CA,7A,Community Express,6,COMM EXPRS,190
LP5024,MORRIS,NJ,7A,Guaranty,9,OTH 7A,328
LP5025,ANDERSON,TN,7A,Patriot Express,4,PATRIOT EX,341
LP5026,JEFFERSON,CO,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,56
LP5027,SCOTT,IA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,98
LP5028,GWINNETT,GA,7A,Community Express,6,COMM EXPRS,17
LP5029,OUTAGAMIE,WI,7A,Community Express,8,COMM EXPRS,105
LP5030,ORANGE,CA,7A,Revolving Line of Credit Exports - Sec. 7(a) (14),18,EWCP,489
LP5031,PASCO,FL,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,419
LP5032,SCOTT,IA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,98
LP5033,PASCO,FL,7A,Guaranty,14,PLP,419
LP5034,CLARK,NV,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,241
LP5035,VEGA ALTA,PR,7A,Guaranty,70,PLP,18
LP5036,BLANCO,TX,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,207
LP5037,MERRIMACK,NH,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,291
LP5038,ORANGE,CA,7A,Guaranty,3,PLP,402
LP5039,HARTFORD,CT,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,189
LP5040,PREBLE,OH,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,283
LP5041,PALM BEACH,FL,7A,Community Express,3,COMM EXPRS,9
LP5042,SAN DIEGO,CA,7A,Community Express,4,COMM EXPRS,260
LP5043,KING,WA,7A,Patriot Express,9,PATRIOT EX,368
LP5044,CLARK,NV,7A,Guaranty,1,PLP,451
LP5045,SANTA CLARA,CA,7A,Community Express,3,COMM EXPRS,285
LP5046,NORFOLK,MA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,188
LP5047,PINELLAS,FL,7A,Guaranty,50,PLP,363
LP5048,PENNINGTON,SD,7A,Rural Lender Advantage,6,RLA,164
LP5049,GRAND TRAVERSE,MI,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,97
LP5050,SEDGWICK,KS,7A,Community Express,7,COMM EXPRS,304
LP5051,SULLIVAN,NH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,291
LP5052,CALVERT,MD,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,106
LP5053,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,52
LP5054,WAKE,NC,7A,FA$TRK (Small Loan Express),2,EXPRES EXP,67
LP5055,COOK,IL,7A,Guaranty,8,PLP,215
LP5056,BERGEN,NJ,7A,Guaranty,8,PLP,75
LP5057,SKAGIT,WA,7A,Guaranty,6,PLP,12
LP5058,ORLEANS,VT,7A,FA$TRK (Small Loan Express),14,EXPRES EXP,37
LP5059,LOS ANGELES,CA,7A,Community Express,15,COMM EXPRS,14
LP5060,NUECES,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,455
LP5061,BERGEN,NJ,7A,Guaranty,8,PLP,75
LP5062,WAUSHARA,WI,7A,Guaranty,75,PLP,26
LP5063,FRANKLIN,OH,7A,Guaranty,128,PLP,121
LP5064,WINDSOR,VT,7A,Contract Guaranty,20,OTH 7A,37
LP5065,ESSEX,MA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,333
LP5066,ESSEX,MA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,333
LP5067,LEE,FL,7A,Guaranty,4,PLP,49
LP5068,POTTER,TX,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,267
LP5069,SAN DIEGO,CA,7A,Guaranty,12,PLP,377
LP5070,MADISON,MS,7A,Community Express,1,COMM EXPRS,133
LP5071,TULARE,CA,7A,Guaranty,30,PLP,359
LP5072,BELKNAP,NH,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,202
LP5073,KANE,IL,7A,Community Express,3,COMM EXPRS,62
LP5074,SAN MATEO,CA,7A,Guaranty,5,PLP,134
LP5075,TULSA,OK,7A,Guaranty,15,OTH 7A,87
LP5076,BECKER,MN,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,8
LP5077,DISTRICT OF COLUMBIA,DC,7A,Guaranty,6,PLP,413
LP5078,GREENVILLE,SC,7A,Guaranty,10,PLP,61
LP5079,SEVIER,UT,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,54
LP5080,BELKNAP,NH,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,202
LP5081,STARK,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,52
LP5082,DENTON,TX,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,150
LP5083,RAMSEY,MN,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,50
LP5084,NEW YORK,NY,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,169
LP5085,JEFFERSON,WI,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,156
LP5086,LOS ANGELES,CA,7A,Guaranty,22,PLP,264
LP5087,CUMBERLAND,ME,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,84
LP5088,DALLAS,TX,7A,Community Express,0,COMM EXPRS,150
LP5089,SAN DIEGO,CA,7A,Guaranty,8,PLP,110
LP5090,LEAKE,MS,7A,Guaranty,2,OTH 7A,133
LP5091,LAUDERDALE,MS,7A,Gulf Opportunity,24,GO LOANS,133
LP5092,WAYNE,MI,7A,Guaranty,7,PLP,443
LP5093,HENRICO,VA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,166
LP5094,HARRIS,TX,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,214
LP5095,ESSEX,MA,7A,FA$TRK (Small Loan Express),45,SBA EXPRES,333
LP5096,DUVAL,FL,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,345
LP5097,COVINGTON,MS,7A,Gulf Opportunity,2,GO LOANS,133
LP5098,INDIAN RIVER,FL,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,271
LP5099,DALLAS,TX,7A,Community Express,4,COMM EXPRS,332
LP5100,HERNANDO,FL,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,310
LP5101,THURSTON,WA,7A,Guaranty,6,OTH 7A,209
LP5102,FRANKLIN,OH,7A,Guaranty,260,OTH 7A,223
LP5103,CLACKAMAS,OR,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,360
LP5104,IMPERIAL,CA,7A,Guaranty,4,OTH 7A,23
LP5105,PINELLAS,FL,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,363
LP5106,BURLINGTON,NJ,7A,Guaranty,10,OTH 7A,289
LP5107,PISCATAQUIS,ME,7A,Patriot Express,71,PATRIOT EX,55
LP5108,COLLIN,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,46
LP5109,PLYMOUTH,MA,7A,FA$TRK (Small Loan Express),50,SBA EXPRES,90
LP5110,CHARLEVOIX,MI,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,97
LP5111,CAGUAS,PR,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,18
LP5112,HENNEPIN,MN,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,100
LP5113,RIVERSIDE,CA,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,248
LP5114,KINGS,NY,7A,Guaranty,0,PLP,323
LP5115,PROVIDENCE,RI,7A,Guaranty,24,OTH 7A,262
LP5116,PALM BEACH,FL,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,286
LP5117,CHATHAM,GA,7A,Guaranty,12,OTH 7A,362
LP5118,WILLIAMSON,TX,7A,Guaranty,14,OTH 7A,211
LP5119,RANDOLPH,IL,7A,Guaranty,8,OTH 7A,407
LP5120,MONROE,MI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,145
LP5121,MONTGOMERY,PA,7A,Guaranty,20,PLP,43
LP5122,JOHNSON,KS,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,422
LP5123,MIAMI-DADE,FL,7A,Guaranty,2,PLP,112
LP5124,NEWPORT NEWS CITY,VA,7A,FA$TRK (Small Loan Express),25,SBA EXPRES,151
LP5125,STEPHENS,GA,7A,Guaranty,6,PLP,163
LP5126,ROCKINGHAM,NH,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,202
LP5127,RIVERSIDE,CA,7A,Guaranty,8,PLP,248
LP5128,SAN FRANCISCO,CA,7A,Guaranty,28,PLP,10
LP5129,SAN FRANCISCO,CA,7A,Patriot Express,3,PATRIOT EX,10
LP5130,ESSEX,MA,7A,Guaranty,2,PLP,333
LP5131,LOS ANGELES,CA,7A,Guaranty,6,PLP,184
LP5132,NEW HAVEN,CT,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,4
LP5133,TULSA,OK,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,87
LP5134,SAINT TAMMANY,LA,7A,Guaranty,39,PLP,261
LP5135,KAUAI,HI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,205
LP5136,KAUAI,HI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,205
LP5137,LOS ANGELES,CA,7A,Guaranty,3,PLP,159
LP5138,HONOLULU,HI,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,124
LP5139,OUTAGAMIE,WI,7A,Guaranty,17,OTH 7A,105
LP5140,SAN DIEGO,CA,7A,Guaranty,1,PLP,42
LP5141,CARROLL,GA,7A,Guaranty,4,OTH 7A,96
LP5142,WINNEBAGO,WI,7A,Guaranty,16,OTH 7A,26
LP5143,MECOSTA,MI,7A,Guaranty,6,OTH 7A,165
LP5144,JACKSON,MI,7A,Guaranty,8,PLP,145
LP5145,HENNEPIN,MN,7A,Guaranty,2,OTH 7A,38
LP5146,LOS ANGELES,CA,7A,Guaranty,10,PLP,153
LP5147,ONONDAGA,NY,7A,Guaranty,39,OTH 7A,308
LP5148,WARREN,OH,7A,Guaranty,5,OTH 7A,180
LP5149,HENDERSON,NC,7A,Community Express,14,COMM EXPRS,387
LP5150,SAINT LOUIS,MO,7A,Guaranty,12,CLP,113
LP5151,LOS ANGELES,CA,7A,Guaranty,35,PLP,86
LP5152,JEFFERSON,CO,7A,Community Express,3,COMM EXPRS,1
LP5153,MUSCOGEE,GA,7A,Guaranty,5,PLP,65
LP5154,DUVAL,FL,7A,Community Express,2,COMM EXPRS,345
LP5155,PHILADELPHIA,PA,7A,Guaranty,15,PLP,243
LP5156,ALBANY,WY,7A,Community Express,8,COMM EXPRS,232
LP5157,BROWN,WI,7A,FA$TRK (Small Loan Express),16,SBA EXPRES,105
LP5158,SAN DIEGO,CA,7A,Guaranty,1,PLP,42
LP5159,CAGUAS,PR,7A,Guaranty,4,OTH 7A,18
LP5160,RIVERSIDE,CA,7A,Guaranty,2,PLP,248
LP5161,KOOTENAI,ID,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,53
LP5162,DANE,WI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,156
LP5163,ADA,ID,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,82
LP5164,SUSSEX,DE,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,370
LP5165,BROWARD,FL,7A,Guaranty,88,PLP,286
LP5166,SAN JOAQUIN,CA,7A,Guaranty,4,PLP,478
LP5167,NESHOBA,MS,7A,Gulf Opportunity,2,GO LOANS,133
LP5168,THURSTON,WA,7A,FA$TRK (Small Loan Express),25,EXPRES EXP,209
LP5169,LOS ANGELES,CA,7A,Guaranty,25,PLP,184
LP5170,TARRANT,TX,7A,Guaranty,8,PLP,249
LP5171,WASHINGTON,MN,7A,Guaranty,45,PLP,143
LP5172,CANYON,ID,7A,Guaranty,6,PLP,161
LP5173,SALT LAKE,UT,7A,Guaranty,10,PLP,54
LP5174,DAUPHIN,PA,7A,Guaranty,0,PLP,187
LP5175,MIDDLESEX,CT,7A,FA$TRK (Small Loan Express),75,SBA EXPRES,361
LP5176,LEWIS AND CLARK,MT,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,123
LP5177,MIDDLESEX,CT,7A,FA$TRK (Small Loan Express),75,SBA EXPRES,361
LP5178,UTAH,UT,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,140
LP5179,BERNALILLO,NM,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,129
LP5180,UTAH,UT,7A,Guaranty,3,PLP,140
LP5181,SCHENECTADY,NY,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,158
LP5182,MISSOULA,MT,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,123
LP5183,ALLEN,IN,7A,FA$TRK (Small Loan Express),16,SBA EXPRES,5
LP5184,TAZEWELL,IL,7A,Community Express,36,COMM EXPRS,138
LP5185,TERREBONNE,LA,7A,Gulf Opportunity,2,GO LOANS,346
LP5186,ARAPAHOE,CO,7A,Guaranty,25,PLP,1
LP5187,LANCASTER,PA,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,71
LP5188,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,318
LP5189,ORANGE,CA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,110
LP5190,SARASOTA,FL,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,408
LP5191,WAUKESHA,WI,7A,Patriot Express,4,PATRIOT EX,103
LP5192,LAKE,IL,7A,Community Express,2,COMM EXPRS,307
LP5193,SARASOTA,FL,7A,Guaranty,4,PLP,408
LP5194,HARRIS,TX,7A,Guaranty,0,PLP,342
LP5195,HILLSBOROUGH,NH,7A,Guaranty,1,PLP,202
LP5196,ORANGE,VT,7A,Guaranty,62,OTH 7A,37
LP5197,BEXAR,TX,7A,Guaranty,3,PLP,353
LP5198,SURRY,NC,7A,Guaranty,9,PLP,435
LP5199,KOOTENAI,ID,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,53
LP5200,SAINT JOHN,VI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,18
LP5201,KANDIYOHI,MN,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,8
LP5202,JEFFERSON,LA,7A,Guaranty,8,PLP,208
LP5203,SAN FRANCISCO,CA,7A,Community Express,7,COMM EXPRS,10
LP5204,BUNCOMBE,NC,7A,Guaranty,10,PLP,449
LP5205,SAN DIEGO,CA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,23
LP5206,HINDS,MS,7A,Gulf Opportunity,13,GO LOANS,133
LP5207,LOS ANGELES,CA,7A,Community Express,8,COMM EXPRS,339
LP5208,ORANGE,CA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,402
LP5209,LINCOLN,WY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,232
LP5210,ADA,ID,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,161
LP5211,BALTIMORE CITY,MD,7A,Community Express,4,COMM EXPRS,60
LP5212,WAYNE,MS,7A,Gulf Opportunity,2,GO LOANS,251
LP5213,COWETA,GA,7A,Guaranty,4,PLP,96
LP5214,GRAYSON,TX,7A,Community Express,24,COMM EXPRS,293
LP5215,LAWRENCE,KY,7A,Community Express,3,COMM EXPRS,272
LP5216,YAVAPAI,AZ,7A,Guaranty,2,PLP,92
LP5217,RIVERSIDE,CA,7A,Guaranty,12,PLP,436
LP5218,NORFOLK,MA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,188
LP5219,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,184
LP5220,SOMERSET,NJ,7A,Guaranty,18,PLP,142
LP5221,TRAVIS,TX,7A,Revolving Line of Credit Exports - Sec. 7(a) (14),9,EWCP,207
LP5222,LAFAYETTE,LA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,125
LP5223,BUTLER,PA,7A,Guaranty,2,PLP,168
LP5224,SANTA CLARA,CA,7A,Community Express,2,COMM EXPRS,285
LP5225,ERIE,OH,7A,Guaranty,6,OTH 7A,318
LP5226,BRAZORIA,TX,7A,Patriot Express,3,PATRIOT EX,445
LP5227,OTTAWA,MI,7A,Rural Lender Advantage,32,RLA,104
LP5228,LEAKE,MS,7A,Guaranty,2,OTH 7A,99
LP5229,HAMILTON,IN,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,162
LP5230,FLATHEAD,MT,7A,Guaranty,6,OTH 7A,123
LP5231,KOOCHICHING,MN,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,66
LP5232,TANEY,MO,7A,Guaranty,4,PLP,45
LP5233,CANYON,ID,7A,Community Express,19,COMM EXPRS,161
LP5234,JEFFERSON,KY,7A,Guaranty,15,OTH 7A,356
LP5235,COOS,NH,7A,Guaranty,1,PLP,291
LP5236,NEVADA,CA,7A,Guaranty,18,PLP,139
LP5237,FORT BEND,TX,7A,Guaranty,9,OTH 7A,405
LP5238,HENRY,GA,7A,Community Express,2,COMM EXPRS,96
LP5239,BRISTOL,MA,7A,FA$TRK (Small Loan Express),22,SBA EXPRES,90
LP5240,MILLER,AR,7A,Guaranty,1,OTH 7A,242
LP5241,OAKLAND,MI,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,170
LP5242,WORCESTER,MA,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,188
LP5243,ACADIA,LA,7A,Guaranty,3,OTH 7A,125
LP5244,MONTGOMERY,TN,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,6
LP5245,HARRIS,TX,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,313
LP5246,BOONE,KY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,382
LP5247,EL DORADO,CA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,252
LP5248,MECKLENBURG,NC,7A,Patriot Express,3,PATRIOT EX,81
LP5249,MARICOPA,AZ,7A,Guaranty,5,PLP,32
LP5250,BRISTOL,MA,7A,Guaranty,22,PLP,90
LP5251,PUTNAM,GA,7A,Patriot Express,1,PATRIOT EX,417
LP5252,BOLIVAR,MS,7A,Community Express,3,COMM EXPRS,99
LP5253,SAN DIEGO,CA,7A,Community Express,8,COMM EXPRS,23
LP5254,SAINT LOUIS,MO,7A,Revolving Line of Credit Exports - Sec. 7(a) (14),25,EWCP,290
LP5255,COLLIN,TX,7A,Patriot Express,4,PATRIOT EX,150
LP5256,IRON,UT,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,54
LP5257,HENDERSON,TX,7A,Guaranty,6,PLP,332
LP5258,PORTAGE,WI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,119
LP5259,LOWNDES,MS,7A,Guaranty,10,OTH 7A,396
LP5260,LOUDOUN,VA,7A,Guaranty,56,OTH 7A,322
LP5261,LOS ANGELES,CA,7A,Community Express,7,COMM EXPRS,347
LP5262,POTTER,TX,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,267
LP5263,HONOLULU,HI,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,124
LP5264,SAN BERNARDINO,CA,7A,Community Express,3,COMM EXPRS,331
