LoanTransID,BankGrossApproval,SBAGuaranteedApproval,FirstDisbursementDate,InitialInterestRate,TermInMonths,PaidInFullDate,LoanBorrID,BankID,LoanDetailID,LoanProgID
10803,50000,25000,3/1/2011,7.25,84,4/30/2014,LB10803,10803,10803,LP10803
10804,50000,25000,2/15/2011,6.25,84,10/31/2011,LB10804,10804,10804,LP10804
10805,100000,50000,5/1/2011,8,84,10/31/2018,LB10805,10805,10805,LP10805
10806,350000,175000,2/15/2011,5.33,60,7/31/2012,LB10806,10806,10806,LP10806
10807,25000,12500,5/1/2011,9.25,84,2/29/2016,LB10807,10807,10807,LP10807
10808,250000,125000,2/15/2011,4.25,180,8/31/2019,LB10808,10808,10808,LP10808
10809,21000,10500,3/1/2011,7,96,6/30/2018,LB10809,10809,10809,LP10809
10810,20000,10000,3/1/2011,4.25,60,2/29/2016,LB10810,10810,10810,LP10810
10811,100000,50000,3/1/2011,5.5,60,7/31/2015,LB10811,10811,10811,LP10811
10812,2100000,1575000,3/1/2011,6,180,7/31/2013,LB10812,10812,10812,LP10812
10813,50000,42500,2/15/2011,7,84,7/31/2014,LB10813,10813,10813,LP10813
10814,28300,14150,2/15/2011,7.5,48,2/28/2014,LB10814,10814,10814,LP10814
10815,50000,25000,3/1/2011,8.25,84,2/29/2016,LB10815,10815,10815,LP10815
10816,25000,12500,2/15/2011,8.25,84,2/29/2016,LB10816,10816,10816,LP10816
10817,75000,37500,12/1/2011,6.25,84,4/30/2016,LB10817,10817,10817,LP10817
10818,10000,5000,2/15/2011,8.35,84,6/30/2014,LB10818,10818,10818,LP10818
10819,26000,13000,2/15/2011,8.04,60,1/31/2016,LB10819,10819,10819,LP10819
10820,66500,56525,3/1/2011,6,108,5/31/2014,LB10820,10820,10820,LP10820
10821,100000,50000,3/1/2011,5,84,6/30/2016,LB10821,10821,10821,LP10821
10822,2062000,1546500,3/1/2011,6.01,180,10/31/2014,LB10822,10822,10822,LP10822
10823,65000,32500,2/15/2011,7.75,84,5/31/2015,LB10823,10823,10823,LP10823
10824,25000,12500,2/15/2011,4.25,56,12/31/2019,LB10824,10824,10824,LP10824
10825,10000,5000,2/15/2011,6.64,84,7/31/2019,LB10825,10825,10825,LP10825
10826,40000,20000,2/15/2011,6.25,36,2/28/2014,LB10826,10826,10826,LP10826
10827,52000,26000,3/1/2011,5.85,60,1/31/2013,LB10827,10827,10827,LP10827
10828,71500,60775,6/1/2011,6,60,4/30/2016,LB10828,10828,10828,LP10828
10829,183700,137775,3/1/2011,6,84,3/31/2018,LB10829,10829,10829,LP10829
10830,800000,600000,7/1/2011,6,120,9/30/2014,LB10830,10830,10830,LP10830
10831,1500000,1125000,7/1/2011,6,240,9/30/2014,LB10831,10831,10831,LP10831
10832,106000,90100,2/16/2011,5.5,48,3/31/2015,LB10832,10832,10832,LP10832
10833,350000,262500,2/16/2011,5.75,120,9/30/2015,LB10833,10833,10833,LP10833
10834,75000,37500,4/1/2011,7.75,84,2/28/2013,LB10834,10834,10834,LP10834
10835,50000,25000,3/1/2011,6.5,84,12/31/2011,LB10835,10835,10835,LP10835
10836,5000,4250,2/16/2011,7.5,120,9/30/2019,LB10836,10836,10836,LP10836
10837,1000000,500000,4/1/2011,4.95,84,9/30/2011,LB10837,10837,10837,LP10837
10838,1918700,1439025,4/1/2011,6,240,10/31/2013,LB10838,10838,10838,LP10838
10839,62100,52785,2/16/2011,6.01,106,1/31/2020,LB10839,10839,10839,LP10839
10840,245000,183750,3/1/2011,6,120,2/29/2020,LB10840,10840,10840,LP10840
10841,78400,66640,2/16/2011,6,87,8/31/2014,LB10841,10841,10841,LP10841
10842,700000,525000,9/1/2011,6,300,10/31/2016,LB10842,10842,10842,LP10842
10843,25000,12500,3/1/2011,9.75,84,2/28/2018,LB10843,10843,10843,LP10843
10844,50000,25000,12/1/2011,7.25,13,6/30/2014,LB10844,10844,10844,LP10844
10845,122800,104380,5/1/2011,6,120,7/31/2018,LB10845,10845,10845,LP10845
10846,25000,12500,3/1/2011,8.44,84,2/28/2018,LB10846,10846,10846,LP10846
10847,98000,83300,3/1/2011,5.75,120,5/31/2019,LB10847,10847,10847,LP10847
10848,28000,14000,2/16/2011,6.9,60,7/31/2013,LB10848,10848,10848,LP10848
10849,85000,72250,3/1/2011,5.75,84,8/31/2016,LB10849,10849,10849,LP10849
10850,7500,6375,2/16/2011,7.75,120,9/30/2019,LB10850,10850,10850,LP10850
10851,442500,331875,3/1/2011,5.75,300,5/31/2019,LB10851,10851,10851,LP10851
10852,20000,10000,4/1/2011,9.75,84,6/30/2014,LB10852,10852,10852,LP10852
10853,123600,105060,3/1/2011,6,120,4/30/2012,LB10853,10853,10853,LP10853
10854,102000,86700,2/16/2011,6,120,8/31/2015,LB10854,10854,10854,LP10854
10855,216500,162375,4/1/2011,5.5,54,6/30/2013,LB10855,10855,10855,LP10855
10856,150000,75000,2/16/2011,5.25,76,3/31/2018,LB10856,10856,10856,LP10856
10857,100000,50000,4/1/2011,6.9,84,12/31/2017,LB10857,10857,10857,LP10857
10858,458200,343650,4/1/2011,5.5,54,6/30/2013,LB10858,10858,10858,LP10858
10859,50000,25000,2/16/2011,7,84,5/31/2014,LB10859,10859,10859,LP10859
10860,33800,28730,2/16/2011,6,120,10/31/2018,LB10860,10860,10860,LP10860
10861,21000,17850,2/16/2011,8,120,12/31/2013,LB10861,10861,10861,LP10861
10862,152000,76000,2/16/2011,6.25,84,10/31/2012,LB10862,10862,10862,LP10862
10863,45000,22500,3/1/2011,7.5,84,4/30/2012,LB10863,10863,10863,LP10863
10864,50000,25000,4/1/2011,5,84,4/30/2018,LB10864,10864,10864,LP10864
10865,1550000,1162500,4/1/2011,6,180,12/31/2015,LB10865,10865,10865,LP10865
10866,400000,200000,2/16/2011,4.76,84,1/31/2019,LB10866,10866,10866,LP10866
10867,930000,697500,2/16/2011,6,180,11/30/2017,LB10867,10867,10867,LP10867
10868,17000,8500,2/16/2011,7.95,48,4/30/2013,LB10868,10868,10868,LP10868
10869,115000,97750,3/1/2011,5.5,60,11/30/2015,LB10869,10869,10869,LP10869
10870,50000,25000,3/1/2011,6,84,11/30/2018,LB10870,10870,10870,LP10870
10871,3000000,2700000,6/1/2011,6.61,12,2/29/2012,LB10871,10871,10871,LP10871
10872,500000,375000,3/1/2011,5.25,24,12/31/2014,LB10872,10872,10872,LP10872
10873,575000,431250,2/16/2011,6,120,12/31/2016,LB10873,10873,10873,LP10873
10874,458200,343650,4/1/2011,5.5,54,6/30/2013,LB10874,10874,10874,LP10874
10875,10000,5000,4/1/2011,4.25,60,3/31/2015,LB10875,10875,10875,LP10875
10876,60000,30000,3/1/2011,9.25,81,3/31/2018,LB10876,10876,10876,LP10876
10877,50000,25000,2/16/2011,6.25,84,2/28/2015,LB10877,10877,10877,LP10877
10878,82000,69700,4/1/2011,6,84,8/31/2014,LB10878,10878,10878,LP10878
10879,24000,12000,3/1/2011,4.25,60,3/31/2016,LB10879,10879,10879,LP10879
10880,25000,21250,2/16/2011,8,84,2/28/2018,LB10880,10880,10880,LP10880
10881,20000,10000,2/16/2011,6.25,77,6/30/2017,LB10881,10881,10881,LP10881
10882,50000,42500,3/1/2011,6,60,3/31/2016,LB10882,10882,10882,LP10882
10883,1800000,1350000,3/1/2011,6,300,1/31/2017,LB10883,10883,10883,LP10883
10884,15000,7500,2/1/2012,6.25,75,4/30/2016,LB10884,10884,10884,LP10884
10885,25000,12500,3/1/2011,8.5,84,6/30/2017,LB10885,10885,10885,LP10885
10886,100000,50000,10/1/2011,6.25,60,8/31/2014,LB10886,10886,10886,LP10886
10887,170800,128100,3/10/2011,7.5,84,2/29/2012,LB10887,10887,10887,LP10887
10888,260000,195000,4/1/2011,6,120,8/31/2018,LB10888,10888,10888,LP10888
10889,75000,37500,2/16/2011,6,84,6/30/2014,LB10889,10889,10889,LP10889
10890,30000,15000,2/16/2011,8.75,84,9/30/2013,LB10890,10890,10890,LP10890
10891,10000,5000,3/1/2011,8.31,84,2/28/2015,LB10891,10891,10891,LP10891
10892,19000,9500,3/1/2011,8.24,60,12/31/2011,LB10892,10892,10892,LP10892
10893,220000,165000,3/1/2011,5,108,7/31/2013,LB10893,10893,10893,LP10893
10894,650000,487500,3/1/2011,5.75,240,7/31/2013,LB10894,10894,10894,LP10894
10895,25000,21250,2/16/2011,6,84,12/31/2012,LB10895,10895,10895,LP10895
10896,338000,253500,5/1/2011,6,84,6/30/2012,LB10896,10896,10896,LP10896
10897,25000,12500,2/1/2012,4.99,72,10/31/2012,LB10897,10897,10897,LP10897
10898,25000,12500,4/1/2011,8.01,84,3/31/2017,LB10898,10898,10898,LP10898
10899,27500,23375,8/1/2011,5.5,60,10/31/2014,LB10899,10899,10899,LP10899
10900,100000,50000,2/16/2011,7.75,84,7/31/2015,LB10900,10900,10900,LP10900
10901,10000,8500,2/16/2011,7.75,120,1/31/2016,LB10901,10901,10901,LP10901
10902,50000,42500,2/16/2011,7,84,3/31/2018,LB10902,10902,10902,LP10902
10903,25000,21250,2/16/2011,8,84,5/31/2013,LB10903,10903,10903,LP10903
10904,25000,12500,5/1/2011,6.75,84,3/31/2013,LB10904,10904,10904,LP10904
10905,200000,150000,4/1/2011,6,120,6/30/2019,LB10905,10905,10905,LP10905
10906,2100000,1575000,3/1/2011,4.75,84,9/30/2017,LB10906,10906,10906,LP10906
10907,512200,384150,3/1/2011,7.12,120,1/31/2020,LB10907,10907,10907,LP10907
10908,50000,25000,2/16/2011,7.25,60,9/30/2012,LB10908,10908,10908,LP10908
10909,25000,12500,2/16/2011,8.35,84,12/31/2011,LB10909,10909,10909,LP10909
10910,1374000,1030500,3/1/2011,6,300,12/31/2018,LB10910,10910,10910,LP10910
10911,50000,25000,3/1/2011,6.25,84,3/31/2018,LB10911,10911,10911,LP10911
10912,50000,42500,3/1/2011,6.5,60,8/31/2014,LB10912,10912,10912,LP10912
10913,15000,12750,2/16/2011,7.75,120,5/31/2019,LB10913,10913,10913,LP10913
10914,15000,7500,4/1/2011,4.25,60,3/31/2016,LB10914,10914,10914,LP10914
10915,50000,25000,2/16/2011,6,84,2/28/2018,LB10915,10915,10915,LP10915
10916,15000,7500,3/1/2011,4.25,72,3/31/2016,LB10916,10916,10916,LP10916
10917,25000,12500,2/16/2011,8.35,84,3/31/2014,LB10917,10917,10917,LP10917
10918,125000,106250,2/16/2011,5.5,60,2/29/2016,LB10918,10918,10918,LP10918
10919,50000,25000,2/16/2011,5.9,60,3/31/2016,LB10919,10919,10919,LP10919
10920,50000,25000,3/1/2011,5.85,60,3/31/2016,LB10920,10920,10920,LP10920
10921,178800,134100,8/1/2011,6,84,3/31/2018,LB10921,10921,10921,LP10921
10922,50000,42500,4/1/2011,5.5,60,3/31/2016,LB10922,10922,10922,LP10922
10923,20000,10000,2/16/2011,7.25,84,3/31/2018,LB10923,10923,10923,LP10923
10924,15000,7500,2/16/2011,6.25,84,9/30/2015,LB10924,10924,10924,LP10924
10925,82400,70040,3/1/2011,6,84,3/31/2016,LB10925,10925,10925,LP10925
10926,25000,12500,2/16/2011,6,12,4/30/2012,LB10926,10926,10926,LP10926
10927,36900,18450,3/1/2011,5.99,60,1/31/2016,LB10927,10927,10927,LP10927
10928,1325000,993750,3/1/2011,5.25,120,12/31/2013,LB10928,10928,10928,LP10928
10929,25000,12500,2/16/2011,5,84,2/28/2018,LB10929,10929,10929,LP10929
10930,65000,32500,6/1/2011,7.75,84,8/31/2018,LB10930,10930,10930,LP10930
10931,600000,450000,2/16/2011,6,84,11/30/2012,LB10931,10931,10931,LP10931
10932,50000,25000,2/16/2011,7.25,47,7/31/2020,LB10932,10932,10932,LP10932
10933,300000,225000,9/1/2011,6,84,12/31/2012,LB10933,10933,10933,LP10933
10934,250000,125000,3/1/2011,6.25,84,11/30/2017,LB10934,10934,10934,LP10934
10935,55900,47515,3/1/2012,6,84,5/31/2018,LB10935,10935,10935,LP10935
10936,45000,38250,3/1/2011,6.5,36,9/30/2012,LB10936,10936,10936,LP10936
10937,200000,100000,2/16/2011,6.04,84,8/31/2016,LB10937,10937,10937,LP10937
10938,50000,42500,2/16/2011,5.75,84,7/31/2013,LB10938,10938,10938,LP10938
10939,200000,100000,4/1/2011,5,42,3/31/2016,LB10939,10939,10939,LP10939
10940,40000,20000,3/1/2011,7,60,6/30/2013,LB10940,10940,10940,LP10940
10941,20000,10000,3/1/2011,6,24,3/31/2013,LB10941,10941,10941,LP10941
10942,82500,70125,3/1/2011,6.95,300,1/31/2018,LB10942,10942,10942,LP10942
10943,8500,7225,3/1/2011,6.5,48,3/31/2015,LB10943,10943,10943,LP10943
10944,740000,555000,3/1/2011,6.01,300,12/31/2015,LB10944,10944,10944,LP10944
10945,60000,30000,8/1/2011,6.5,61,2/29/2016,LB10945,10945,10945,LP10945
10946,48600,24300,2/16/2011,7.25,84,10/31/2015,LB10946,10946,10946,LP10946
10947,320000,160000,3/1/2011,6.5,66,7/31/2016,LB10947,10947,10947,LP10947
10948,20000,10000,2/16/2011,6.25,36,2/28/2014,LB10948,10948,10948,LP10948
10949,149000,74500,2/16/2011,6,60,4/30/2016,LB10949,10949,10949,LP10949
10950,150000,75000,4/1/2011,5.15,60,5/31/2015,LB10950,10950,10950,LP10950
10951,20000,10000,3/1/2011,8.65,84,2/28/2014,LB10951,10951,10951,LP10951
10952,150000,127500,3/1/2011,6,84,12/31/2013,LB10952,10952,10952,LP10952
10953,119000,101150,3/1/2011,4.75,240,8/31/2016,LB10953,10953,10953,LP10953
10954,326400,163200,3/1/2011,5.99,84,8/31/2017,LB10954,10954,10954,LP10954
10955,17000,8500,3/1/2011,8.75,48,4/30/2014,LB10955,10955,10955,LP10955
10956,603000,452250,3/1/2011,6.7,300,2/29/2016,LB10956,10956,10956,LP10956
10957,75000,37500,3/1/2011,4.25,84,4/30/2014,LB10957,10957,10957,LP10957
10958,750000,562500,3/1/2011,5.2,120,10/31/2012,LB10958,10958,10958,LP10958
10959,4744000,3558000,6/1/2011,6,120,7/31/2015,LB10959,10959,10959,LP10959
10960,100000,85000,2/1/2012,5.25,120,11/30/2014,LB10960,10960,10960,LP10960
10961,1768000,1326000,4/1/2011,6,300,9/30/2017,LB10961,10961,10961,LP10961
10962,3087400,2315550,3/1/2011,5.75,300,12/31/2018,LB10962,10962,10962,LP10962
10963,150000,75000,4/1/2011,3.25,84,12/31/2015,LB10963,10963,10963,LP10963
10964,7500,6375,2/17/2011,7.75,120,8/31/2015,LB10964,10964,10964,LP10964
10965,100000,85000,6/1/2011,5.5,84,4/30/2018,LB10965,10965,10965,LP10965
10966,40000,20000,2/17/2011,6.75,72,3/31/2016,LB10966,10966,10966,LP10966
10967,100000,85000,2/1/2012,5.5,52,8/31/2016,LB10967,10967,10967,LP10967
10968,982100,736575,4/1/2011,6,125,10/31/2015,LB10968,10968,10968,LP10968
10969,10000,5000,2/17/2011,8.25,84,2/28/2014,LB10969,10969,10969,LP10969
10970,1050000,787500,3/1/2011,6,300,6/30/2019,LB10970,10970,10970,LP10970
10971,50000,25000,2/22/2011,7,84,2/28/2017,LB10971,10971,10971,LP10971
10972,25000,12500,3/1/2011,7.97,84,3/31/2016,LB10972,10972,10972,LP10972
10973,10600,5300,2/17/2011,7.49,60,8/31/2012,LB10973,10973,10973,LP10973
10974,270000,202500,3/1/2011,6,300,10/31/2015,LB10974,10974,10974,LP10974
10975,36100,18050,2/17/2011,6.49,48,8/31/2012,LB10975,10975,10975,LP10975
10976,20000,17000,2/17/2011,6,95,12/31/2016,LB10976,10976,10976,LP10976
10977,104000,88400,5/1/2011,8.25,84,12/31/2014,LB10977,10977,10977,LP10977
10978,18900,9450,9/1/2011,6,84,4/30/2019,LB10978,10978,10978,LP10978
10979,150000,75000,3/1/2011,6.5,60,4/30/2013,LB10979,10979,10979,LP10979
10980,100000,50000,3/1/2011,7.5,84,11/30/2014,LB10980,10980,10980,LP10980
10981,20000,10000,4/1/2011,5.25,12,3/31/2012,LB10981,10981,10981,LP10981
10982,26500,13250,3/1/2011,7.75,48,7/31/2011,LB10982,10982,10982,LP10982
10983,329200,246900,6/1/2011,6,120,9/30/2015,LB10983,10983,10983,LP10983
10984,375800,281850,6/1/2011,6,84,8/31/2017,LB10984,10984,10984,LP10984
10985,50000,25000,7/1/2011,6.5,84,2/29/2016,LB10985,10985,10985,LP10985
10986,250000,125000,2/17/2011,7.75,5,9/30/2011,LB10986,10986,10986,LP10986
10987,94200,80070,3/1/2011,5.5,60,3/31/2016,LB10987,10987,10987,LP10987
10988,40600,20300,2/17/2011,8.6,84,5/31/2011,LB10988,10988,10988,LP10988
10989,25000,21250,3/1/2011,6.5,87,2/28/2014,LB10989,10989,10989,LP10989
10990,250000,125000,3/1/2011,5.75,84,8/31/2014,LB10990,10990,10990,LP10990
10991,10000,8500,3/1/2011,6.5,74,2/28/2014,LB10991,10991,10991,LP10991
10992,25000,12500,3/1/2011,5.25,84,11/30/2015,LB10992,10992,10992,LP10992
10993,10000,5000,3/1/2011,9.75,60,10/31/2016,LB10993,10993,10993,LP10993
10994,150000,127500,3/1/2011,6.01,102,4/30/2014,LB10994,10994,10994,LP10994
10995,25000,12500,3/1/2011,7.4,84,3/31/2013,LB10995,10995,10995,LP10995
10996,25000,12500,10/1/2012,4.25,60,2/29/2016,LB10996,10996,10996,LP10996
10997,350000,99750,3/1/2011,5.26,84,6/30/2017,LB10997,10997,10997,LP10997
10998,25000,12500,3/1/2011,4.25,60,10/31/2012,LB10998,10998,10998,LP10998
10999,50000,42500,2/17/2011,7,84,5/31/2016,LB10999,10999,10999,LP10999
11000,1230000,922500,5/1/2011,4.75,240,4/30/2019,LB11000,11000,11000,LP11000
11001,10000,5000,3/1/2011,9.14,84,2/28/2018,LB11001,11001,11001,LP11001
11002,265500,199125,2/17/2011,5.75,300,7/31/2012,LB11002,11002,11002,LP11002
11003,100000,85000,3/1/2011,6,120,8/31/2016,LB11003,11003,11003,LP11003
11004,30000,15000,6/1/2012,6.5,60,4/30/2017,LB11004,11004,11004,LP11004
11005,350000,175000,3/1/2011,4,84,11/30/2011,LB11005,11005,11005,LP11005
11006,275000,137500,2/17/2011,5.306,120,8/31/2015,LB11006,11006,11006,LP11006
11007,200000,100000,8/1/2011,5.25,36,7/31/2013,LB11007,11007,11007,LP11007
11008,25000,12500,3/1/2012,6,84,8/31/2020,LB11008,11008,11008,LP11008
11009,10000,5000,2/17/2011,7.75,84,8/31/2014,LB11009,11009,11009,LP11009
11010,1375000,1031250,5/1/2011,6,300,12/31/2013,LB11010,11010,11010,LP11010
11011,48800,24400,5/1/2011,6,84,3/31/2018,LB11011,11011,11011,LP11011
11012,300000,150000,2/17/2012,6.286,72,6/30/2013,LB11012,11012,11012,LP11012
11013,418500,313875,3/1/2011,5.51,300,3/31/2018,LB11013,11013,11013,LP11013
11014,55000,46750,4/1/2011,5.5,24,1/31/2013,LB11014,11014,11014,LP11014
11015,25000,12500,4/1/2011,4.25,60,2/29/2016,LB11015,11015,11015,LP11015
11016,225000,168750,2/17/2011,3.25,84,8/31/2017,LB11016,11016,11016,LP11016
11017,575000,431250,7/1/2011,6,300,12/31/2017,LB11017,11017,11017,LP11017
11018,474000,355500,3/1/2011,5.5,243,6/30/2013,LB11018,11018,11018,LP11018
11019,40000,20000,4/1/2011,7.51,84,3/31/2018,LB11019,11019,11019,LP11019
11020,65000,55250,3/1/2011,6,120,1/31/2015,LB11020,11020,11020,LP11020
11021,45700,22850,9/1/2011,7.25,84,3/31/2016,LB11021,11021,11021,LP11021
11022,24000,12000,3/1/2011,5.25,60,7/31/2014,LB11022,11022,11022,LP11022
11023,150000,75000,2/17/2011,6.32,60,7/31/2012,LB11023,11023,11023,LP11023
11024,308000,154000,4/1/2011,6,240,2/29/2016,LB11024,11024,11024,LP11024
11025,52500,26250,2/17/2011,5.75,96,2/28/2019,LB11025,11025,11025,LP11025
11026,15000,7500,2/17/2011,6.5,84,8/31/2014,LB11026,11026,11026,LP11026
11027,10000,5000,6/1/2011,8.31,84,2/28/2018,LB11027,11027,11027,LP11027
11028,50000,42500,3/1/2011,7,84,3/31/2018,LB11028,11028,11028,LP11028
11029,30000,15000,3/1/2011,8.44,84,3/31/2018,LB11029,11029,11029,LP11029
11030,10000,5000,2/17/2011,7.25,84,2/28/2014,LB11030,11030,11030,LP11030
11031,25000,12500,9/1/2011,6,84,2/28/2018,LB11031,11031,11031,LP11031
11032,25000,12500,3/1/2011,4.25,82,7/31/2017,LB11032,11032,11032,LP11032
11033,727000,545250,3/1/2011,6,240,5/31/2015,LB11033,11033,11033,LP11033
11034,100000,50000,4/1/2011,7.25,84,9/30/2014,LB11034,11034,11034,LP11034
11035,300000,225000,10/1/2011,6,120,9/30/2019,LB11035,11035,11035,LP11035
11036,250000,187500,2/17/2011,6,84,10/31/2013,LB11036,11036,11036,LP11036
11037,25000,12500,3/1/2011,6.39,72,4/30/2017,LB11037,11037,11037,LP11037
11038,201800,166090,5/1/2011,6,183,2/29/2020,LB11038,11038,11038,LP11038
11039,400000,300000,3/1/2011,6,84,2/28/2018,LB11039,11039,11039,LP11039
11040,11000,9350,4/1/2011,6.6,36,4/30/2014,LB11040,11040,11040,LP11040
11041,86200,43100,2/17/2011,6,36,7/31/2015,LB11041,11041,11041,LP11041
11042,183800,137850,4/1/2011,5.75,120,6/30/2017,LB11042,11042,11042,LP11042
11043,327400,245550,3/1/2011,6,84,11/30/2016,LB11043,11043,11043,LP11043
11044,400000,300000,3/1/2011,6,86,3/31/2015,LB11044,11044,11044,LP11044
11045,5000000,3750000,6/1/2011,6,300,1/31/2015,LB11045,11045,11045,LP11045
11046,150000,127500,3/1/2011,6,84,6/30/2016,LB11046,11046,11046,LP11046
11047,100000,50000,5/1/2011,5.5,60,7/31/2016,LB11047,11047,11047,LP11047
11048,55000,46750,4/1/2011,6,84,8/31/2015,LB11048,11048,11048,LP11048
11049,5000,2500,9/1/2014,9.75,84,12/31/2017,LB11049,11049,11049,LP11049
11050,40000,20000,4/1/2011,5.65,84,4/30/2018,LB11050,11050,11050,LP11050
11051,900000,675000,5/1/2011,6,216,4/30/2014,LB11051,11051,11051,LP11051
11052,500000,250000,2/17/2011,5,26,7/31/2014,LB11052,11052,11052,LP11052
11053,50000,25000,4/1/2011,7.25,84,6/30/2017,LB11053,11053,11053,LP11053
11054,920000,690000,2/17/2011,6,120,12/31/2015,LB11054,11054,11054,LP11054
11055,355900,266925,4/1/2011,5.5,240,3/31/2015,LB11055,11055,11055,LP11055
11056,50000,25000,9/1/2011,5.75,24,5/31/2012,LB11056,11056,11056,LP11056
11057,25000,12500,3/1/2011,7.4,83,7/31/2019,LB11057,11057,11057,LP11057
11058,40000,20000,5/1/2011,5.65,84,5/31/2018,LB11058,11058,11058,LP11058
11059,365000,273750,5/1/2011,6,240,4/30/2020,LB11059,11059,11059,LP11059
11060,100000,50000,2/17/2011,6,96,2/28/2019,LB11060,11060,11060,LP11060
11061,525000,393750,5/1/2011,6,120,11/30/2014,LB11061,11061,11061,LP11061
11062,30000,15000,3/1/2011,4.75,84,2/28/2013,LB11062,11062,11062,LP11062
11063,5400,2700,3/1/2011,5.25,36,10/31/2013,LB11063,11063,11063,LP11063
11064,300000,150000,3/1/2011,5.5,60,3/31/2013,LB11064,11064,11064,LP11064
11065,10000,5000,2/17/2011,9.75,84,12/31/2016,LB11065,11065,11065,LP11065
11066,50000,25000,3/1/2011,6.35,60,3/31/2016,LB11066,11066,11066,LP11066
11067,25500,12750,2/17/2011,5.8,68,10/31/2016,LB11067,11067,11067,LP11067
11068,10000,5000,3/1/2011,8.25,84,3/31/2014,LB11068,11068,11068,LP11068
11069,189500,142125,3/1/2011,6,84,5/31/2018,LB11069,11069,11069,LP11069
11070,41000,34850,4/1/2011,6,120,9/30/2017,LB11070,11070,11070,LP11070
11071,240000,180000,3/1/2011,5,300,6/30/2016,LB11071,11071,11071,LP11071
11072,25000,12500,2/18/2011,8.35,84,7/31/2014,LB11072,11072,11072,LP11072
11073,35000,29750,3/1/2011,9.41,72,2/28/2017,LB11073,11073,11073,LP11073
11074,459000,344250,2/18/2011,6,300,6/30/2015,LB11074,11074,11074,LP11074
11075,367500,275625,2/18/2011,6,300,3/31/2015,LB11075,11075,11075,LP11075
11076,10000,5000,7/1/2011,6.25,84,3/31/2018,LB11076,11076,11076,LP11076
11077,25000,12500,3/1/2011,9.25,84,1/31/2012,LB11077,11077,11077,LP11077
11078,90000,76500,3/1/2011,6,120,3/31/2020,LB11078,11078,11078,LP11078
11079,65000,32500,5/1/2012,6.76,84,2/28/2018,LB11079,11079,11079,LP11079
11080,5000,2500,3/1/2011,8.75,84,4/30/2016,LB11080,11080,11080,LP11080
11081,15000,12750,4/1/2011,6.25,84,5/31/2014,LB11081,11081,11081,LP11081
11082,86000,73100,2/18/2011,5.5,72,2/29/2016,LB11082,11082,11082,LP11082
11083,1089200,816900,9/1/2011,6,240,9/30/2015,LB11083,11083,11083,LP11083
11084,35000,17500,2/18/2011,6.25,84,7/31/2019,LB11084,11084,11084,LP11084
11085,40000,20000,3/1/2011,6,84,12/31/2015,LB11085,11085,11085,LP11085
11086,25000,12500,4/1/2011,9.25,84,6/30/2012,LB11086,11086,11086,LP11086
11087,20000,10000,9/1/2011,6.5,84,3/31/2014,LB11087,11087,11087,LP11087
11088,64000,32000,9/1/2011,6.5,60,6/30/2015,LB11088,11088,11088,LP11088
11089,25000,12500,1/1/2012,6,84,5/31/2018,LB11089,11089,11089,LP11089
11090,12500,10625,3/1/2011,10.41,12,4/30/2012,LB11090,11090,11090,LP11090
11091,45000,38250,3/1/2011,7.5,60,3/31/2013,LB11091,11091,11091,LP11091
11092,20000,10000,2/18/2011,7.25,84,9/30/2014,LB11092,11092,11092,LP11092
11093,83000,62250,3/1/2011,6,120,9/30/2017,LB11093,11093,11093,LP11093
11094,1462000,1096500,3/1/2011,6.01,306,12/31/2017,LB11094,11094,11094,LP11094
11095,12500,10625,2/18/2011,7.24,120,9/30/2018,LB11095,11095,11095,LP11095
11096,35000,17500,3/1/2011,5.25,24,1/31/2013,LB11096,11096,11096,LP11096
11097,90000,45000,3/1/2011,4.25,168,5/31/2018,LB11097,11097,11097,LP11097
11098,300000,150000,3/1/2011,7,65,12/31/2016,LB11098,11098,11098,LP11098
11099,20000,10000,2/18/2011,7.75,60,3/31/2016,LB11099,11099,11099,LP11099
11100,110000,55000,3/1/2011,6,60,9/30/2015,LB11100,11100,11100,LP11100
11101,40000,20000,3/1/2011,6.55,48,9/30/2012,LB11101,11101,11101,LP11101
11102,50000,25000,3/1/2011,5.95,63,12/31/2014,LB11102,11102,11102,LP11102
11103,493000,369750,2/18/2011,6,300,5/31/2014,LB11103,11103,11103,LP11103
